City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Olecko,47,Good,1,Good,36,Good,0,Good,47,Good
Olfen,32,Good,1,Good,27,Good,4,Good,32,Good
Olindina,25,Good,0,Good,6,Good,1,Good,25,Good
Omagari,35,Good,1,Good,35,Good,0,Good,15,Good
Oostburg,36,Good,1,Good,26,Good,3,Good,36,Good
Orem,73,Moderate,2,Good,26,Good,7,Good,73,Moderate
Orinda,52,Moderate,1,Good,22,Good,11,Good,52,Moderate
Ostrzeszow,35,Good,1,Good,32,Good,1,Good,35,Good
Ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,Moderate
Ouesso,71,Moderate,3,Good,18,Good,0,Good,71,Moderate
Ouro Preto,61,Moderate,2,Good,3,Good,5,Good,61,Moderate
Oyo,80,Moderate,2,Good,22,Good,1,Good,80,Moderate
Ozgon,101,Unhealthy for Sensitive Groups,1,Good,60,Moderate,0,Good,101,Unhealthy for Sensitive Groups
Pachino,48,Good,1,Good,45,Good,0,Good,48,Good
Padra,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy
Pailles,30,Good,0,Good,28,Good,0,Good,30,Good
Paita,27,Good,0,Good,27,Good,0,Good,10,Good
Palakkodu,57,Moderate,0,Good,30,Good,0,Good,57,Moderate
Palo,55,Moderate,1,Good,20,Good,0,Good,55,Moderate
Pamekasan,54,Moderate,1,Good,35,Good,0,Good,54,Moderate
Panchiao,69,Moderate,1,Good,45,Good,4,Good,69,Moderate
Panshi,76,Moderate,3,Good,32,Good,2,Good,76,Moderate
Panzhihua,74,Moderate,3,Good,29,Good,2,Good,74,Moderate
Paragominas,36,Good,1,Good,2,Good,0,Good,36,Good
Paraguacu,51,Moderate,1,Good,7,Good,4,Good,51,Moderate
Paramonga,41,Good,1,Good,18,Good,1,Good,41,Good
Parkville,56,Moderate,1,Good,44,Good,4,Good,56,Moderate
Pasadena,58,Moderate,1,Good,43,Good,5,Good,58,Moderate
Pataskala,45,Good,1,Good,32,Good,7,Good,45,Good
Pavlodar,50,Good,1,Good,41,Good,0,Good,50,Good
Payyannur,68,Moderate,0,Good,24,Good,0,Good,68,Moderate
Pelham,46,Good,1,Good,46,Good,2,Good,31,Good
Perama,67,Moderate,1,Good,44,Good,2,Good,67,Moderate
Perote,77,Moderate,3,Good,7,Good,8,Good,77,Moderate
Petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,Moderate
Phanom Thuan,42,Good,0,Good,19,Good,0,Good,42,Good
Phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,Moderate
Phetchaburi,35,Good,0,Good,17,Good,0,Good,35,Good
Phillaur,444,Hazardous,2,Good,111,Unhealthy for Sensitive Groups,1,Good,391,Hazardous
Rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate
Rossano,48,Good,1,Good,48,Good,0,Good,12,Good
Rostov,32,Good,1,Good,32,Good,0,Good,26,Good
Royton,56,Moderate,0,Good,32,Good,1,Good,56,Moderate
Rudolstadt,32,Good,1,Good,32,Good,1,Good,30,Good
Rumburk,29,Good,0,Good,29,Good,2,Good,29,Good
Rumphi,28,Good,0,Good,19,Good,0,Good,28,Good
Ruti,34,Good,1,Good,25,Good,2,Good,34,Good
Ruy Barbosa,18,Good,0,Good,8,Good,0,Good,18,Good
Sabac,68,Moderate,1,Good,32,Good,1,Good,68,Moderate
Sagua La Grande,89,Moderate,1,Good,22,Good,1,Good,89,Moderate
Sahibganj,208,Very Unhealthy,3,Good,152,Unhealthy,1,Good,208,Very Unhealthy
Saint Matthews,58,Moderate,2,Good,29,Good,12,Good,58,Moderate
Saint Pete Beach,53,Moderate,1,Good,40,Good,6,Good,53,Moderate
Saint Thomas,35,Good,1,Good,35,Good,3,Good,34,Good
Saint Cyr Sur Loire,37,Good,1,Good,25,Good,2,Good,37,Good
Saint Nicolas,35,Good,1,Good,32,Good,3,Good,35,Good
Saint Quentin,39,Good,1,Good,25,Good,2,Good,39,Good
Sakakah,122,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,122,Unhealthy for Sensitive Groups
Sakurai,40,Good,1,Good,40,Good,2,Good,34,Good
Salford,58,Moderate,0,Good,32,Good,1,Good,58,Moderate
Salon,303,Hazardous,1,Good,48,Good,0,Good,260,Very Unhealthy
Salvador,30,Good,0,Good,16,Good,1,Good,30,Good
Sambhar,193,Unhealthy,0,Good,38,Good,0,Good,193,Unhealthy
Samsun,36,Good,1,Good,36,Good,0,Good,30,Good
Prabumulih,49,Good,1,Good,30,Good,0,Good,49,Good
Presidente Prudente,32,Good,1,Good,14,Good,1,Good,32,Good
Prichard,28,Good,1,Good,22,Good,4,Good,28,Good
Prince George,21,Good,1,Good,21,Good,1,Good,13,Good
Pringsewu,63,Moderate,2,Good,40,Good,0,Good,63,Moderate
Pucallpa,30,Good,1,Good,1,Good,0,Good,30,Good
Puertollano,32,Good,1,Good,30,Good,1,Good,32,Good
Purepero,48,Good,1,Good,5,Good,4,Good,48,Good
Qiryat Gat,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate
Quillota,182,Unhealthy,14,Good,1,Good,23,Good,182,Unhealthy
Rafiganj,356,Hazardous,1,Good,60,Moderate,0,Good,284,Very Unhealthy
Rahway,62,Moderate,1,Good,44,Good,5,Good,62,Moderate
Rajshahi,191,Unhealthy,2,Good,133,Unhealthy for Sensitive Groups,2,Good,191,Unhealthy
Rajur,150,Unhealthy,1,Good,41,Good,0,Good,150,Unhealthy
Phrai Bung,53,Moderate,0,Good,27,Good,0,Good,53,Moderate
Phulpur,226,Very Unhealthy,1,Good,48,Good,1,Good,226,Very Unhealthy
Picos,16,Good,0,Good,12,Good,0,Good,16,Good
Pietarsaari,34,Good,1,Good,34,Good,1,Good,17,Good
Pirmasens,30,Good,1,Good,27,Good,2,Good,30,Good
Plum,55,Moderate,2,Good,26,Good,12,Good,55,Moderate
Pobe,73,Moderate,1,Good,20,Good,1,Good,73,Moderate
Policoro,46,Good,1,Good,46,Good,0,Good,14,Good
Port Loko,48,Good,1,Good,16,Good,0,Good,48,Good
Port De Paix,103,Unhealthy for Sensitive Groups,1,Good,25,Good,1,Good,103,Unhealthy for Sensitive Groups
Porto Salvo,46,Good,0,Good,30,Good,2,Good,46,Good
Poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,Good
Randallstown,52,Moderate,1,Good,44,Good,4,Good,52,Moderate
Rania,500,Hazardous,1,Good,40,Good,0,Good,464,Hazardous
Ranong,36,Good,0,Good,16,Good,0,Good,36,Good
Rathenow,39,Good,0,Good,39,Good,0,Good,23,Good
Reutov,58,Moderate,1,Good,25,Good,9,Good,58,Moderate
Ribeira Do Pombal,24,Good,0,Good,7,Good,1,Good,24,Good
Ribeirao Bonito,52,Moderate,1,Good,4,Good,3,Good,52,Moderate
Richardson,56,Moderate,1,Good,21,Good,6,Good,56,Moderate
Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
Rio Bonito,95,Moderate,3,Good,23,Good,8,Good,95,Moderate
Rioja,25,Good,1,Good,3,Good,0,Good,25,Good
Riom,40,Good,1,Good,30,Good,1,Good,40,Good
Riyaq,78,Moderate,1,Good,46,Good,1,Good,78,Moderate
Rocca Priora,47,Good,1,Good,47,Good,2,Good,27,Good
Rodez,42,Good,1,Good,31,Good,1,Good,42,Good
Rolandia,39,Good,1,Good,14,Good,2,Good,39,Good
Romans Sur Isere,37,Good,1,Good,30,Good,1,Good,37,Good
Romblon,50,Good,1,Good,23,Good,0,Good,50,Good
Dalmau,190,Unhealthy,2,Good,98,Moderate,1,Good,190,Unhealthy
Daly City,62,Moderate,1,Good,18,Good,13,Good,62,Moderate
Damnagar,152,Unhealthy,0,Good,29,Good,0,Good,152,Unhealthy
Dan Khun Thot,56,Moderate,1,Good,31,Good,0,Good,56,Moderate
Dancheng,145,Unhealthy for Sensitive Groups,2,Good,145,Unhealthy for Sensitive Groups,3,Good,82,Moderate
Dankaur,292,Very Unhealthy,3,Good,136,Unhealthy for Sensitive Groups,3,Good,292,Very Unhealthy
Dareda,20,Good,0,Good,14,Good,0,Good,20,Good
Dattapur,153,Unhealthy,0,Good,29,Good,0,Good,153,Unhealthy
Delmiro Gouveia,25,Good,0,Good,9,Good,1,Good,25,Good
Delta Del Tigre,38,Good,1,Good,19,Good,2,Good,38,Good
Delvada,158,Unhealthy,0,Good,25,Good,0,Good,158,Unhealthy
Desnogorsk,34,Good,1,Good,34,Good,0,Good,10,Good
Develi,46,Good,1,Good,29,Good,0,Good,46,Good
Dewa,173,Unhealthy,3,Good,159,Unhealthy,1,Good,173,Unhealthy
Dinar,44,Good,1,Good,33,Good,0,Good,44,Good
Dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good
Dogbo,101,Unhealthy for Sensitive Groups,3,Good,18,Good,2,Good,101,Unhealthy for Sensitive Groups
Donskoye,37,Good,1,Good,37,Good,0,Good,30,Good
Dumas,60,Moderate,1,Good,22,Good,3,Good,60,Moderate
Dunda,23,Good,0,Good,17,Good,0,Good,23,Good
Dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate
Eatontown,28,Good,1,Good,28,Good,8,Good,25,Good
Ebano,91,Moderate,2,Good,22,Good,3,Good,91,Moderate
El Campo,39,Good,1,Good,22,Good,1,Good,39,Good
El Pueblito,66,Moderate,1,Good,10,Good,5,Good,66,Moderate
El Torno,6,Good,0,Good,5,Good,0,Good,6,Good
Ellicott City,44,Good,1,Good,27,Good,10,Good,44,Good
Eminabad,153,Unhealthy,3,Good,153,Unhealthy,1,Good,152,Unhealthy
Ena,42,Good,1,Good,42,Good,0,Good,12,Good
Giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate
Glenrothes,35,Good,1,Good,22,Good,6,Good,35,Good
Glossop,27,Good,1,Good,25,Good,3,Good,27,Good
Gobabis,19,Good,0,Good,18,Good,0,Good,19,Good
Gobindapur,198,Unhealthy,3,Good,91,Moderate,3,Good,198,Unhealthy
Gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy
Godella,33,Good,1,Good,33,Good,1,Good,28,Good
Gohad,194,Unhealthy,1,Good,46,Good,0,Good,194,Unhealthy
Gohana,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous
Goiatuba,37,Good,1,Good,3,Good,3,Good,37,Good
Goirle,30,Good,0,Good,30,Good,2,Good,27,Good
Golden Glades,61,Moderate,1,Good,10,Good,16,Good,61,Moderate
Goleniow,32,Good,1,Good,24,Good,3,Good,32,Good
Gonbad E Qabus,84,Moderate,1,Good,45,Good,0,Good,84,Moderate
Gorodishche,33,Good,1,Good,33,Good,1,Good,21,Good
Gotsu,44,Good,1,Good,44,Good,0,Good,15,Good
Gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate
Granger,57,Moderate,2,Good,21,Good,11,Good,57,Moderate
Grants Pass,29,Good,1,Good,29,Good,2,Good,27,Good
Granville,30,Good,1,Good,30,Good,3,Good,25,Good
Guasave,35,Good,1,Good,22,Good,1,Good,35,Good
Guben,37,Good,1,Good,21,Good,4,Good,37,Good
Guider,76,Moderate,3,Good,8,Good,1,Good,76,Moderate
Guilin,90,Moderate,3,Good,46,Good,3,Good,90,Moderate
Guipavas,34,Good,1,Good,26,Good,9,Good,34,Good
Fort Walton Beach,65,Moderate,1,Good,30,Good,1,Good,65,Moderate
Fosses,29,Good,0,Good,28,Good,2,Good,29,Good
Fountain Hills,37,Good,1,Good,27,Good,8,Good,37,Good
Fountain,72,Moderate,1,Good,29,Good,3,Good,72,Moderate
Francisco Morato,169,Unhealthy,7,Good,0,Good,21,Good,169,Unhealthy
Freiberg,36,Good,1,Good,25,Good,3,Good,36,Good
Front Royal,46,Good,1,Good,37,Good,2,Good,46,Good
Fuchu,71,Moderate,1,Good,71,Moderate,3,Good,49,Good
Gaggenau,29,Good,0,Good,29,Good,2,Good,26,Good
Gan Yavne,77,Moderate,1,Good,43,Good,6,Good,77,Moderate
Gauribidanur,48,Good,0,Good,24,Good,0,Good,48,Good
Gava,57,Moderate,1,Good,19,Good,10,Good,57,Moderate
Gela,53,Moderate,1,Good,38,Good,2,Good,53,Moderate
Gennep,30,Good,0,Good,25,Good,3,Good,30,Good
Genthin,31,Good,0,Good,30,Good,1,Good,31,Good
Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good
Gera,30,Good,0,Good,28,Good,2,Good,30,Good
Gevrai,120,Unhealthy for Sensitive Groups,1,Good,30,Good,0,Good,120,Unhealthy for Sensitive Groups
Lake Jackson,25,Good,0,Good,24,Good,2,Good,25,Good
Lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate
Lam Luk Ka,66,Moderate,1,Good,28,Good,1,Good,66,Moderate
Lamacan,70,Moderate,1,Good,21,Good,0,Good,70,Moderate
Lar,105,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,105,Unhealthy for Sensitive Groups
Laranjeiras Do Sul,12,Good,1,Good,12,Good,0,Good,11,Good
Lasa,25,Good,0,Good,25,Good,0,Good,12,Good
Lasalgaon,129,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,129,Unhealthy for Sensitive Groups
Lauda Konigshofen,32,Good,1,Good,27,Good,3,Good,32,Good
Le Port,42,Good,1,Good,28,Good,0,Good,42,Good
Lencois Paulista,34,Good,1,Good,13,Good,1,Good,34,Good
Lerida,60,Moderate,2,Good,8,Good,4,Good,60,Moderate
Leusden,33,Good,0,Good,33,Good,1,Good,26,Good
Lewes,37,Good,1,Good,12,Good,13,Good,37,Good
Lianga,50,Good,1,Good,20,Good,0,Good,50,Good
Libourne,46,Good,1,Good,26,Good,2,Good,46,Good
Limbach Oberfrohna,31,Good,0,Good,28,Good,1,Good,31,Good
Limbang,95,Moderate,9,Good,95,Moderate,0,Good,46,Good
Lishan,192,Unhealthy,4,Good,192,Unhealthy,6,Good,124,Unhealthy for Sensitive Groups
Litovel,49,Good,1,Good,24,Good,2,Good,49,Good
Lokeren,31,Good,0,Good,31,Good,2,Good,31,Good
Londerzeel,34,Good,0,Good,29,Good,3,Good,34,Good
Loon Op Zand,32,Good,0,Good,27,Good,3,Good,32,Good
Loubomo,100,Unhealthy for Sensitive Groups,1,Good,16,Good,0,Good,100,Unhealthy for Sensitive Groups
Louga,176,Unhealthy,2,Good,21,Good,3,Good,176,Unhealthy
Lubin,35,Good,1,Good,20,Good,3,Good,35,Good
Lublin,32,Good,1,Good,32,Good,1,Good,28,Good
Lubuk Pakam,98,Moderate,2,Good,47,Good,0,Good,98,Moderate
Lucena,32,Good,1,Good,29,Good,0,Good,32,Good
Lunavada,164,Unhealthy,1,Good,35,Good,0,Good,164,Unhealthy
Lvov,61,Moderate,1,Good,29,Good,1,Good,61,Moderate
Macapa,16,Good,1,Good,12,Good,0,Good,16,Good
Madeji,167,Unhealthy,1,Good,49,Good,1,Good,167,Unhealthy
Mafeteng,117,Unhealthy for Sensitive Groups,4,Good,14,Good,7,Good,117,Unhealthy for Sensitive Groups
Magnolia,56,Moderate,1,Good,25,Good,2,Good,56,Moderate
Magomeni,50,Good,0,Good,23,Good,0,Good,50,Good
Mahbubabad,119,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,119,Unhealthy for Sensitive Groups
Mahoba,180,Unhealthy,1,Good,45,Good,0,Good,180,Unhealthy
Maihar,171,Unhealthy,1,Good,36,Good,0,Good,171,Unhealthy
Mainpuri,434,Hazardous,1,Good,53,Moderate,1,Good,362,Hazardous
Maitland,53,Moderate,1,Good,18,Good,14,Good,53,Moderate
Makiyivka,50,Good,1,Good,24,Good,11,Good,50,Good
Malakoff,40,Good,1,Good,26,Good,3,Good,40,Good
Malandag,55,Moderate,1,Good,19,Good,0,Good,55,Moderate
Malanville,34,Good,1,Good,18,Good,1,Good,34,Good
Malard,172,Unhealthy,3,Good,172,Unhealthy,5,Good,145,Unhealthy for Sensitive Groups
Malnate,69,Moderate,1,Good,22,Good,6,Good,69,Moderate
Mandalgovi,38,Good,0,Good,38,Good,0,Good,34,Good
Mangawan,184,Unhealthy,1,Good,39,Good,1,Good,184,Unhealthy
Manono,74,Moderate,2,Good,23,Good,1,Good,74,Moderate
Maracaibo,118,Unhealthy for Sensitive Groups,1,Good,17,Good,4,Good,118,Unhealthy for Sensitive Groups
Marano Di Napoli,52,Moderate,1,Good,52,Moderate,1,Good,36,Good
Gunnaur,500,Hazardous,1,Good,73,Moderate,1,Good,500,Hazardous
Hagen,30,Good,0,Good,30,Good,1,Good,25,Good
Haian,207,Very Unhealthy,4,Good,207,Very Unhealthy,3,Good,150,Unhealthy
Halluin,35,Good,0,Good,28,Good,2,Good,35,Good
Hamburg,34,Good,0,Good,28,Good,2,Good,34,Good
Hanahan,73,Moderate,2,Good,35,Good,8,Good,73,Moderate
Hanamaki,38,Good,1,Good,38,Good,0,Good,20,Good
Hangal,70,Moderate,0,Good,22,Good,0,Good,70,Moderate
Harmanli,40,Good,1,Good,40,Good,1,Good,24,Good
Harunabad,500,Hazardous,1,Good,43,Good,0,Good,443,Hazardous
Hattingen,28,Good,0,Good,27,Good,2,Good,28,Good
Hauppauge,52,Moderate,1,Good,27,Good,12,Good,52,Moderate
Hayward,70,Moderate,2,Good,20,Good,20,Good,70,Moderate
Heinola,33,Good,0,Good,33,Good,0,Good,5,Good
Hekinan,59,Moderate,1,Good,59,Moderate,1,Good,23,Good
Hemsbach,30,Good,0,Good,30,Good,1,Good,24,Good
Hengyang,169,Unhealthy,4,Good,169,Unhealthy,3,Good,150,Unhealthy
Hirata,45,Good,1,Good,45,Good,0,Good,16,Good
Hobara,44,Good,1,Good,44,Good,0,Good,22,Good
Hoboken,61,Moderate,1,Good,27,Good,11,Good,61,Moderate
Hobyo,58,Moderate,0,Good,21,Good,0,Good,58,Moderate
Hofu,44,Good,1,Good,44,Good,0,Good,32,Good
Honiara,18,Good,0,Good,18,Good,0,Good,6,Good
Honnali,65,Moderate,0,Good,22,Good,0,Good,65,Moderate
Horqueta,20,Good,0,Good,20,Good,0,Good,20,Good
Hrazdan,31,Good,0,Good,31,Good,0,Good,30,Good
Hsinchu,138,Unhealthy for Sensitive Groups,3,Good,138,Unhealthy for Sensitive Groups,2,Good,112,Unhealthy for Sensitive Groups
Huaura,39,Good,1,Good,19,Good,1,Good,39,Good
Hwange,44,Good,0,Good,17,Good,0,Good,44,Good
Ichihara,74,Moderate,1,Good,74,Moderate,1,Good,35,Good
Idukki,51,Moderate,0,Good,23,Good,0,Good,51,Moderate
Ikom,125,Unhealthy for Sensitive Groups,5,Good,16,Good,2,Good,125,Unhealthy for Sensitive Groups
Khed,95,Moderate,0,Good,22,Good,0,Good,95,Moderate
Khetri,500,Hazardous,1,Good,40,Good,0,Good,376,Hazardous
Khimki,40,Good,1,Good,30,Good,8,Good,40,Good
Khopoli,108,Unhealthy for Sensitive Groups,0,Good,23,Good,0,Good,108,Unhealthy for Sensitive Groups
Khorixas,72,Moderate,0,Good,19,Good,0,Good,72,Moderate
Khotyn,75,Moderate,1,Good,37,Good,1,Good,75,Moderate
Kibara,20,Good,0,Good,14,Good,0,Good,20,Good
Kilis,64,Moderate,1,Good,41,Good,0,Good,64,Moderate
Kiliya,37,Good,1,Good,37,Good,0,Good,30,Good
Killeen,40,Good,0,Good,21,Good,1,Good,40,Good
Kinel Cherkassy,35,Good,1,Good,35,Good,0,Good,15,Good
Kingston Upon Hull,33,Good,1,Good,17,Good,8,Good,33,Good
Klosterneuburg,59,Moderate,1,Good,30,Good,3,Good,59,Moderate
Knin,48,Good,1,Good,48,Good,0,Good,35,Good
Kokopo,104,Unhealthy for Sensitive Groups,0,Good,22,Good,0,Good,104,Unhealthy for Sensitive Groups
Kola,30,Good,1,Good,30,Good,0,Good,10,Good
Kolin,50,Good,1,Good,23,Good,4,Good,50,Good
Kolo,32,Good,1,Good,32,Good,1,Good,29,Good
Komsomolsk Na Amure,42,Good,1,Good,32,Good,0,Good,42,Good
Konskie,46,Good,1,Good,21,Good,4,Good,46,Good
Kot Radha Kishan,230,Very Unhealthy,5,Good,130,Unhealthy for Sensitive Groups,9,Good,230,Very Unhealthy
Kotelnikovo,39,Good,1,Good,39,Good,0,Good,20,Good
Kottaiyur,72,Moderate,1,Good,28,Good,2,Good,72,Moderate
Koumra,59,Moderate,2,Good,6,Good,0,Good,59,Moderate
Koyilandi,69,Moderate,0,Good,26,Good,0,Good,69,Moderate
Kozyatyn,78,Moderate,1,Good,38,Good,0,Good,78,Moderate
Krasnovishersk,29,Good,1,Good,28,Good,0,Good,29,Good
Krasnyy Yar,34,Good,1,Good,34,Good,1,Good,24,Good
Kronach,36,Good,1,Good,26,Good,2,Good,36,Good
Kronberg,30,Good,0,Good,30,Good,1,Good,27,Good
Kryvyy Rih,52,Moderate,1,Good,36,Good,1,Good,52,Moderate
Kudligi,74,Moderate,0,Good,24,Good,0,Good,74,Moderate
Kulebaki,48,Good,1,Good,33,Good,1,Good,48,Good
Kushalnagar,54,Moderate,0,Good,21,Good,0,Good,54,Moderate
Kushiro,33,Good,1,Good,33,Good,0,Good,9,Good
Kyaiklat,61,Moderate,0,Good,21,Good,0,Good,61,Moderate
La Barca,37,Good,1,Good,8,Good,3,Good,37,Good
La Crau,60,Moderate,1,Good,30,Good,6,Good,60,Moderate
La Entrada,55,Moderate,2,Good,5,Good,4,Good,55,Moderate
La Presa,58,Moderate,2,Good,14,Good,19,Good,58,Moderate
Ladario,17,Good,1,Good,17,Good,0,Good,12,Good
Lagoa Da Canoa,34,Good,0,Good,15,Good,2,Good,34,Good
Ilsede,41,Good,0,Good,28,Good,2,Good,41,Good
Imbituba,31,Good,1,Good,15,Good,1,Good,31,Good
Imbituva,24,Good,1,Good,8,Good,0,Good,24,Good
Inagi,78,Moderate,1,Good,78,Moderate,3,Good,51,Moderate
Inca,43,Good,1,Good,43,Good,0,Good,30,Good
Indergarh,390,Hazardous,1,Good,54,Moderate,1,Good,335,Hazardous
Indore,150,Unhealthy,1,Good,30,Good,0,Good,150,Unhealthy
Inisa,159,Unhealthy,6,Good,16,Good,5,Good,159,Unhealthy
Inverurie,31,Good,1,Good,31,Good,2,Good,25,Good
Ishigaki,116,Unhealthy for Sensitive Groups,2,Good,116,Unhealthy for Sensitive Groups,0,Good,64,Moderate
Issia,84,Moderate,2,Good,10,Good,1,Good,84,Moderate
Itabera,16,Good,0,Good,16,Good,0,Good,16,Good
Itaiba,28,Good,0,Good,14,Good,1,Good,28,Good
Izyaslav,59,Moderate,1,Good,31,Good,0,Good,59,Moderate
Izyum,51,Moderate,1,Good,34,Good,1,Good,51,Moderate
Jaen,36,Good,1,Good,17,Good,3,Good,36,Good
Jagtial,139,Unhealthy for Sensitive Groups,1,Good,31,Good,0,Good,139,Unhealthy for Sensitive Groups
Jahangirpur,500,Hazardous,1,Good,49,Good,1,Good,493,Hazardous
Jamadoba,174,Unhealthy,1,Good,59,Moderate,1,Good,174,Unhealthy
Jandiala,156,Unhealthy,5,Good,124,Unhealthy for Sensitive Groups,10,Good,156,Unhealthy
Jijiang,162,Unhealthy,10,Good,79,Moderate,25,Good,162,Unhealthy
Jilotepec,95,Moderate,2,Good,9,Good,9,Good,95,Moderate
Jintur,130,Unhealthy for Sensitive Groups,1,Good,31,Good,0,Good,130,Unhealthy for Sensitive Groups
Jinxi,93,Moderate,2,Good,51,Moderate,2,Good,93,Moderate
Jozefow,43,Good,1,Good,30,Good,3,Good,43,Good
Juchen,34,Good,1,Good,23,Good,3,Good,34,Good
Kabanga,171,Unhealthy,6,Good,10,Good,3,Good,171,Unhealthy
Kaitong,95,Moderate,2,Good,79,Moderate,0,Good,95,Moderate
Kajaani,32,Good,1,Good,32,Good,0,Good,24,Good
Kakrala,500,Hazardous,2,Good,95,Moderate,2,Good,478,Hazardous
Kalavai,59,Moderate,1,Good,32,Good,0,Good,59,Moderate
Kalyazin,24,Good,1,Good,24,Good,0,Good,19,Good
Kalynivka,78,Moderate,1,Good,36,Good,1,Good,78,Moderate
Kampot,59,Moderate,1,Good,27,Good,0,Good,59,Moderate
Kamra,135,Unhealthy for Sensitive Groups,2,Good,135,Unhealthy for Sensitive Groups,1,Good,86,Moderate
Kandhla,500,Hazardous,3,Good,53,Moderate,8,Good,500,Hazardous
Kangasala,30,Good,1,Good,30,Good,2,Good,14,Good
Kangshan,201,Very Unhealthy,3,Good,201,Very Unhealthy,4,Good,142,Unhealthy for Sensitive Groups
Karambakkudi,84,Moderate,1,Good,40,Good,1,Good,84,Moderate
Kargil,23,Good,1,Good,21,Good,0,Good,23,Good
Kartarpur,168,Unhealthy,3,Good,168,Unhealthy,2,Good,146,Unhealthy for Sensitive Groups
Katol,144,Unhealthy for Sensitive Groups,1,Good,36,Good,0,Good,144,Unhealthy for Sensitive Groups
Kavkazskaya,38,Good,1,Good,37,Good,1,Good,38,Good
Kawaguchi,75,Moderate,1,Good,75,Moderate,1,Good,34,Good
Kearns,54,Moderate,1,Good,6,Good,14,Good,54,Moderate
Kecskemet,65,Moderate,1,Good,27,Good,2,Good,65,Moderate
Keerbergen,39,Good,1,Good,23,Good,5,Good,39,Good
Kemalpasa,37,Good,1,Good,31,Good,5,Good,37,Good
Kerrville,36,Good,0,Good,20,Good,1,Good,36,Good
Kettering,53,Moderate,1,Good,31,Good,6,Good,53,Moderate
Khammam,112,Unhealthy for Sensitive Groups,1,Good,29,Good,2,Good,112,Unhealthy for Sensitive Groups
Khandwa,130,Unhealthy for Sensitive Groups,0,Good,31,Good,0,Good,130,Unhealthy for Sensitive Groups
Marsciano,40,Good,1,Good,40,Good,2,Good,23,Good
Marseille,59,Moderate,1,Good,37,Good,6,Good,59,Moderate
Mashpee,29,Good,1,Good,29,Good,2,Good,17,Good
Masindi,62,Moderate,2,Good,17,Good,0,Good,62,Moderate
Masjid Tanah,79,Moderate,2,Good,36,Good,0,Good,79,Moderate
Massakory,65,Moderate,2,Good,23,Good,1,Good,65,Moderate
Matai,19,Good,0,Good,19,Good,0,Good,19,Good
Matir,57,Moderate,1,Good,57,Moderate,1,Good,53,Moderate
Maxhutte Haidhof,44,Good,1,Good,35,Good,2,Good,44,Good
Medellin,78,Moderate,1,Good,31,Good,0,Good,78,Moderate
Media Luna,56,Moderate,1,Good,25,Good,1,Good,56,Moderate
Mekhe,171,Unhealthy,2,Good,20,Good,3,Good,171,Unhealthy
Melgar,121,Unhealthy for Sensitive Groups,4,Good,7,Good,8,Good,121,Unhealthy for Sensitive Groups
Mercedes,14,Good,1,Good,14,Good,0,Good,3,Good
Merriam,95,Moderate,1,Good,23,Good,10,Good,95,Moderate
Merrill,52,Moderate,1,Good,33,Good,3,Good,52,Moderate
Mezokovesd,67,Moderate,1,Good,36,Good,2,Good,67,Moderate
Middelharnis,34,Good,0,Good,34,Good,2,Good,32,Good
Midyat,72,Moderate,1,Good,42,Good,1,Good,72,Moderate
Miguel Alves,47,Good,1,Good,7,Good,1,Good,47,Good
Minas,22,Good,0,Good,19,Good,0,Good,22,Good
Miranorte,41,Good,0,Good,11,Good,0,Good,41,Good
Misrikh,178,Unhealthy,4,Good,178,Unhealthy,2,Good,170,Unhealthy
Moga,159,Unhealthy,2,Good,134,Unhealthy for Sensitive Groups,1,Good,159,Unhealthy
Mogliano Veneto,89,Moderate,2,Good,33,Good,5,Good,89,Moderate
Mojoagung,155,Unhealthy,3,Good,91,Moderate,2,Good,155,Unhealthy
Mombetsu,36,Good,1,Good,36,Good,0,Good,28,Good
Montalban,70,Moderate,1,Good,23,Good,2,Good,70,Moderate
Montauban,32,Good,1,Good,32,Good,2,Good,32,Good
Montigny Le Bretonneux,62,Moderate,1,Good,17,Good,7,Good,62,Moderate
